"TYPE","id0","MEAN","STD","CNT","lemmas","definition","examples"
"src0","oewn-07457610-n",0.08333333333333333,0.28867513459481287,12.0,"['ladder', 'run', 'ravel']","a row of unravelled stitches","['she got a run in her stocking']"
"src0","oewn-02168177-v",0.0,0.6324555320336759,11.0,"['sight', 'spy']","catch sight of; to perceive with the eyes","[""he caught sight of the king's men coming over the ridge""]"
"src0","oewn-04930920-n",0.0,0.0,10.0,"['origin', 'extraction', 'descent']","properties attributable to your ancestry","['he comes from good origins']"
"src0","oewn-01530542-v",0.14285714285714285,1.5735915849388864,7.0,"['throw']","cause to fall off","['The horse threw its inexperienced rider']"
"src0","oewn-00367501-n",-0.36363636363636365,1.2862913567871994,11.0,"['tension']","the action of stretching something tight","['tension holds the belt in the pulleys']"
"src0","oewn-00758694-v",-1.0,1.5118578920369088,8.0,"['pretend', 'profess']","state insincerely","['He professed innocence but later admitted his guilt', 'She pretended not to have known the suicide bomber', 'She pretends to be an expert on wine']"
"src0","oewn-01392385-s",0.625,1.1877349391654208,8.0,"['massive']","imposing in scale or scope or degree or power","['massive retaliatory power', 'a massive increase in oil prices', 'massive changes']"
"src0","oewn-01004206-v",0.375,0.744023809142845,8.0,"['trademark']","register the trademark of","['The company trademarked their new gadget']"
"src0","oewn-01473299-v",0.2,0.42163702135578396,10.0,"['see']","receive as a specified guest","['the doctor will see you now', ""The minister doesn't see anybody before noon""]"
"src0","oewn-00038407-r",0.0,0.0,10.0,"['truly', 'in truth', 'really']","in fact (used as intensifiers or sentence modifiers)","['in truth, moral decay hastened the decline of the Roman Empire', ""really, you shouldn't have done it"", 'a truly awful book']"
"src0","oewn-00124113-r",0.2222222222222222,0.44095855184409843,9.0,"['economically']","with respect to economic science","['economically this proposal makes no sense']"
"src0","oewn-09302364-n",0.4444444444444444,0.8819171036881969,9.0,"['finding']","something that is found","['the findings in the gastrointestinal tract indicate that he died several hours after dinner', 'an area rich in archaeological findings']"
"src0","oewn-13341882-n",0.4444444444444444,0.7264831572567789,9.0,"['commission']","a fee for services rendered based on a percentage of an amount received or collected or agreed to be paid (as distinguished from a salary)","['he works on commission']"
"src0","oewn-01866520-s",-0.3,0.9486832980505138,10.0,"['privy', 'secret', 'secluded']","hidden from general view or use","['a privy place to rest and think', 'a secluded romantic spot', 'a secret garden']"
"src0","oewn-02349970-s",1.7777777777777777,1.2018504251546631,9.0,"['ace', 'super', 'topnotch', 'tiptop', 'top-notch', 'first-rate', 'A-one', 'crack', 'tops']","of the highest quality","['an ace reporter', 'a crack shot', 'a first-rate golfer', 'a super party', 'played top-notch tennis', 'an athlete in tiptop condition', 'she is absolutely tops']"
"src0","oewn-01101986-a",0.2222222222222222,0.4409585518440985,9.0,"['funded']","furnished with funds","['well-funded research']"
"src0","oewn-00091262-s",-0.2727272727272727,1.1037127426019047,11.0,"['stressful', 'nerve-wracking', 'trying', 'nerve-racking']","extremely irritating to the nerves","['nerve-racking noise', 'the stressful days before a war', 'a trying day at the office']"
"src0","oewn-01896819-s",0.3,1.888562063228706,10.0,"['self-aggrandizing', 'big', 'boastful', 'self-aggrandising', 'braggy', 'cock-a-hoop', 'braggart', 'bragging', 'crowing']","exhibiting self-importance","['big talk']"
"src0","oewn-00931219-s",-1.5,1.4337208778404378,10.0,"['innocent', 'free', 'barren', 'devoid', 'destitute']","completely wanting or lacking","['writing barren of insight', 'young recruits destitute of experience', 'innocent of literary merit', 'the sentence was devoid of meaning']"
"src0","oewn-00700621-v",1.4545454545454546,1.2933395813657265,11.0,"['settle', 'decide', 'resolve', 'adjudicate']","bring to an end; settle conclusively","['The case was decided', 'The judge decided the case in favor of the plaintiff', 'The father adjudicated when the sons were quarreling over their inheritance']"
"src0","oewn-01000931-v",0.36363636363636365,0.6741998624632421,11.0,"['save', 'write']","record data on a computer","['boot-up instructions are written on the hard disk']"
"src0","oewn-13486023-n",1.2,1.0327955589886446,10.0,"['development', 'evolution']","a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)","['the development of his ideas took many years', 'the evolution of Greek civilization', 'the slow development of her skill as a writer']"
"src0","oewn-00257103-s",0.25,0.46291004988627577,8.0,"['thrown', 'thrown and twisted']","twisted together; as of filaments spun into a thread","['thrown silk is raw silk that has been twisted and doubled into yarn']"
"src0","oewn-00232695-s",2.1,0.9944289260117533,10.0,"['improved']","become or made better in quality","['was proud of his improved grades', 'an improved viewfinder']"
"src0","oewn-04348764-n",0.5,0.7071067811865476,10.0,"['construction', 'structure']","a thing constructed; a complex entity constructed of many parts","['the structure consisted of a series of arches', 'she wore her hair in an amazing construction of whirls and ribbons']"
"src0","oewn-05968445-n",0.4,0.9660917830792959,10.0,"['creationism']","the literal belief in the account of Creation given in the Book of Genesis","['creationism denies the theory of evolution of species']"
"src0","oewn-07042734-n",0.1,0.31622776601683794,10.0,"['musical theme', 'theme', 'melodic theme', 'idea']","(music) melodic subject of a musical composition","['the theme is announced in the first measures', 'the accompanist picked up the idea and elaborated it']"
"src0","oewn-00905999-v",0.2222222222222222,0.4409585518440985,9.0,"['discharge', 'clear', 'acquit', 'assoil', 'exculpate', 'exonerate']","pronounce not guilty of criminal charges","['The suspect was cleared of the murder charges']"
"src0","oewn-00628728-v",0.1111111111111111,0.33333333333333337,9.0,"['read']","interpret the significance of, as of palms, tea leaves, intestines, the sky; also of human behavior","['She read the sky and predicted rain', ""I can't read his strange behavior"", 'The fortune teller read his fate in the crystal ball']"
"src0","oewn-02397742-v",0.14285714285714285,0.37796447300922725,7.0,"['task']","assign a task to","['I tasked him with looking after the children']"
"src0","oewn-01992900-v",-1.0,1.5000000000000002,9.0,"['sink', 'slump', 'slide down']","fall or sink heavily","['He slumped onto the couch', 'My spirits sank']"
"src0","oewn-01408930-a",0.0,0.0,8.0,"['biological', 'natural']","(of a parent or child) related by blood; genetically related","['biological child', 'natural parent']"
"src0","oewn-00135322-s",0.7272727272727273,0.6466697906828632,11.0,"['accessible']","easy to get along with or talk to; friendly","['an accessible and genial man']"
"src0","oewn-00096162-r",-0.5,1.3093073414159542,8.0,"['down']","away from a more central or a more northerly place","['was sent down to work at the regional office', 'worked down on the farm', 'came down for the wedding', 'flew down to Florida']"
"src0","oewn-01208838-v",0.3,0.8232726023485645,10.0,"['touch']","make physical contact with, come in contact with","['Touch the stone for good luck', 'She never touched her husband']"
"src0","oewn-06797496-n",0.14285714285714285,0.37796447300922725,7.0,"['teaser', 'puzzle', 'mystifier', 'puzzler']","a particularly baffling problem that is said to have a correct solution","['he loved to solve chessmate puzzles', ""that's a real puzzler""]"
"src0","oewn-04683134-n",0.3,0.6749485577105528,10.0,"['image']","the general impression that something (a person or organization or product) presents to the public","['although her popular image was contrived it served to inspire music and pageantry', 'the company tried to project an altruistic image']"
"src0","oewn-00228075-r",0.0,0.0,9.0,"[""o'er"", 'over']","throughout a period of time","['stay over the weekend']"
"src0","oewn-01186429-v",0.1111111111111111,0.927960727138337,9.0,"['answer']","be satisfactory for; meet the requirements of or serve the purpose of","['This may answer her needs']"
"src0","oewn-00192141-s",1.8,0.7888106377466154,10.0,"['awake', 'alert', 'alive']","mentally perceptive and responsive","['an alert mind', 'alert to the problems', 'alive to what is going on', 'awake to the dangers of her situation', 'was now awake to the reality of his predicament']"
"src0","oewn-00201227-v",-0.2222222222222222,1.092906420717,9.0,"['delete', 'edit', 'blue-pencil']","cut or eliminate","['she edited the juiciest scenes']"
"src0","oewn-08481612-n",1.5555555555555556,1.0137937550497031,9.0,"['movement', 'front', 'social movement']","a group of people with a common ideology who try together to achieve certain general goals","['he was a charter member of the movement', 'politicians have to respect a mass movement', 'he led the national liberation front']"
"src0","oewn-02401347-v",1.3,0.9486832980505138,10.0,"['constitute', 'name', 'appoint', 'nominate']","create and charge with a task or function","['nominate a committee']"
"src0","oewn-02095956-v",0.1,0.7378647873726218,10.0,"['step']","walk a short distance to a specified place or in a specified manner","['step over to the blackboard']"
"src0","oewn-01991476-s",-0.75,0.8864052604279183,8.0,"['notorious', 'infamous', 'ill-famed']","known widely and usually unfavorably","['a notorious gangster', 'the tenderloin district was notorious for vice', 'the infamous Benedict Arnold']"
"src0","oewn-01638974-v",1.0,0.9258200997725514,8.0,"['see', 'project', 'figure', 'visualize', 'visualise', 'image', 'envision', 'fancy', 'picture']","imagine; conceive of; see in one's mind","[""I can't see him on horseback!"", 'I can see what will happen', 'I can see a risk in this strategy']"
"src0","oewn-00480675-s",-1.1,1.1005049346146119,10.0,"['painful', 'irritating']","causing physical discomfort","['bites of black flies are more than irritating; they can be very painful']"
"src0","oewn-00426998-r",-1.2222222222222223,1.3944333775567925,9.0,"['pitifully']","to a pitiful degree","['wages were pitifully low, particularly the wages of women']"
"src0","oewn-14554805-n",1.0909090909090908,0.9438798074485389,11.0,"['activity']","(chemistry) the capacity of a substance to take part in a chemical reaction","['catalytic activity']"
"src0","oewn-00473934-v",0.625,0.7440238091428449,8.0,"['sparkle', 'coruscate', 'scintillate']","be lively or brilliant or exhibit virtuosity","['The musical performance sparkled', 'A scintillating conversation', 'his playing coruscated throughout the concert hall']"
"src0","oewn-01150463-n",-1.2,1.2292725943057183,10.0,"['curtailment', 'suppression']","the act of withholding or withdrawing some book or writing from publication or circulation","['a suppression of the newspaper']"
"src0","oewn-01084999-v",1.2727272727272727,1.1037127426019047,11.0,"['enter', 'participate']","become a participant; be involved in","['enter a race', 'enter an agreement', 'enter a drug treatment program', 'enter negotiations']"
"src0","oewn-08421145-n",0.3,0.8232726023485646,10.0,"['Opposition']","the major political party opposed to the party in office and prepared to replace it if elected","[""Her Majesty's loyal opposition""]"
"src0","oewn-00844451-v",0.1111111111111111,1.964971020425266,9.0,"['pick', 'blame', 'find fault']","harass with constant criticism","[""Don't always pick on your little brother""]"
"src0","oewn-00900454-v",-1.2,1.2292725943057183,10.0,"['bow down', 'bow']","bend one's knee or body, or lower one's head","['He bowed before the King', 'She bowed her head in shame']"
"src0","oewn-00880654-a",1.4,1.0749676997731399,10.0,"['explorative', 'exploratory']","serving in or intended for exploration or discovery","['an exploratory operation', 'exploratory reconnaissance', 'digging an exploratory well in the Gulf of Mexico', 'exploratory talks between diplomats']"
"src0","oewn-00918880-v",0.1111111111111111,0.6009252125773316,9.0,"['guess', 'venture', 'hazard', 'pretend']","put forward, of a guess, in spite of possible refutation","['I am guessing that the price of real estate will rise again', 'I cannot pretend to say that you are wrong']"
"src0","oewn-00382272-v",0.6,1.5776212754932308,10.0,"['transform', 'transmute', 'metamorphose']","change in outward structure or looks","['He transformed into a monster', 'The salesman metamorphosed into an ugly beetle']"
"src0","oewn-14031349-n",-0.875,1.246423454758225,8.0,"['virus']","a harmful or corrupting agency","['bigotry is a virus that must not be allowed to spread', 'the virus of jealousy is latent in everyone']"
"src0","oewn-00715901-v",0.2857142857142857,0.9511897312113419,7.0,"['correlate']","bring into a mutual, complementary, or reciprocal relation","['I cannot correlate these two pieces of information']"
"src0","oewn-02211988-v",0.9090909090909091,1.1361818036340359,11.0,"['buy', 'purchase']","obtain by purchase; acquire by means of a financial transaction","['The family purchased a new car', 'The conglomerate acquired a new company', 'She buys for the big department store']"
"src0","oewn-00030046-s",-0.25,2.434865792722759,8.0,"['avaricious', 'greedy', 'covetous', 'grasping', 'grabby', 'prehensile']","immoderately desirous of acquiring e.g. wealth","['they are avaricious and will do anything for money', ""casting covetous eyes on his neighbor's fields"", 'a grasping old miser', 'grasping commercialism', 'greedy for money and power', 'grew richer and greedier', 'prehensile employers stingy with raises for their employees']"
"src0","oewn-00060392-r",0.6363636363636364,1.7477257950106058,11.0,"['more and more', 'progressively', 'increasingly']","advancing in amount or intensity","['she became increasingly depressed']"
"src0","oewn-05939522-n",0.125,0.3535533905932738,8.0,"['pattern', 'form', 'shape']","a perceptual structure","['the composition presents problems for students of musical form', 'a visual pattern must include not only objects but the spaces between them']"
"src0","oewn-02722977-v",0.36363636363636365,0.674199862463242,11.0,"['carry', 'take', 'pack']","have with oneself; have on one's person","['She always takes an umbrella', 'I always carry money', 'She packs a gun when she goes into the mountains']"
"src0","oewn-00587808-v",-0.5,0.9258200997725514,8.0,"['downsize']","(of a company) reduce in size or number of employees","['the company downsized its research staff']"
"src0","oewn-00729105-v",0.5,0.7559289460184544,8.0,"['credit']","give someone credit for something","['We credited her for saving our jobs']"
"src0","oewn-05814863-n",-0.2727272727272727,1.4206272622267315,11.0,"['grasping']","understanding with difficulty","['the lecture was beyond his most strenuous graspings']"
"src0","oewn-02465209-s",-1.1666666666666667,1.7224014243685084,6.0,"['anxious', 'nervous', 'queasy', 'unquiet', 'uneasy']","causing or fraught with or showing anxiety","['spent an anxious night waiting for the test results', 'cast anxious glances behind her', 'those nervous moments before takeoff', 'an unquiet mind']"
"src0","oewn-04871431-n",2.5555555555555554,0.7264831572567789,9.0,"['determination', 'purpose']","the quality of being determined to do or achieve something; firmness of purpose","['his determination showed in his every movement', 'he is a man of purpose']"
"src0","oewn-00687584-v",-1.2222222222222223,1.481365736219265,9.0,"['reject']","not accept something given or offered","['I reject the idea of starting a war', ""The journal rejected the student's paper""]"
"src0","oewn-07450952-n",2.2222222222222223,0.8333333333333334,9.0,"['rush']","a sudden burst of activity","['come back after the rush']"
"src0","oewn-00993417-v",1.1,0.9944289260117533,10.0,"['enlighten', 'edify']","make understand","[""Can you enlighten me--I don't understand this proposal""]"
"src0","oewn-02091950-a",0.4444444444444444,0.881917103688197,9.0,"['scientific']","conforming with the principles or methods used in science","['a scientific approach']"
"src0","oewn-07343356-n",0.8888888888888888,0.927960727138337,9.0,"['producer']","something that produces","['Maine is a leading producer of potatoes', 'this microorganism is a producer of disease']"
"src0","oewn-02103353-v",0.9090909090909091,0.8312094145936335,11.0,"['dance']","skip, leap, or move up and down or sideways","['Dancing flames', 'The children danced with joy']"
"src0","oewn-00227509-r",1.1111111111111112,1.0540925533894598,9.0,"['big']","on a grand scale","['think big']"
