"text","target"
"the tales seem more approachable than his more difficult novels",0.25
"could be seen clearly under the microscope",0.2380952380952381
"She cried loud and clear",0.2380952380952381
"the credits were given at the end of the film",0.037037037037037035
"that restaurant has excellent service",0.2222222222222222
"a man of principle",0.3055555555555555
"he will not violate his principles",0.3055555555555555
"Mathematicians often visualize",0.2222222222222222
"he will work here temporarily",-0.24242424242424243
"he was brought out of retirement temporarily",-0.24242424242424243
"a power failure temporarily darkened the town",-0.24242424242424243
"diminutive in stature",-0.2222222222222222
"a lilliputian chest of drawers",-0.2222222222222222
"her petite figure",-0.2222222222222222
"tiny feet",-0.2222222222222222
"the flyspeck nation of Bahrain moved toward democracy",-0.2222222222222222
"little a",-0.25925925925925924
"small a",-0.25925925925925924
"e.e.cummings's poetry is written all in minuscule letters",-0.25925925925925924
"this gland manufactures a specific substance only",0.2380952380952381
"was quick to make friends",0.5666666666666667
"his quick reaction prevented an accident",0.5666666666666667
"hoped for a speedy resolution of the problem",0.5666666666666667
"a speedy recovery",0.5666666666666667
"he has a right to a speedy trial",0.5666666666666667
"the sensible universe",0.09999999999999999
"a sensible odor",0.09999999999999999
"the solution took three hours",0.42424242424242425
"The cost for the trip excludes food and beverages",-0.5
"the deceptive calm in the eye of the storm",-0.3
"deliberately deceptive packaging",-0.3
"a misleading similarity",-0.3
"statistics can be presented in ways that are misleading",-0.3
"add it to my score and I'll settle later",-0.041666666666666664
"spin silk",0.08333333333333333
"he is otherwise normal",-0.06060606060606061
"the funds are not otherwise available",-0.06060606060606061
"an otherwise hopeless situation",-0.06060606060606061
"a pleasant countenance",0.041666666666666664
"a stern visage",0.041666666666666664
"an easy job",-0.1111111111111111
"an easy problem",-0.1111111111111111
"an easy victory",-0.1111111111111111
"the house is easy to heat",-0.1111111111111111
"satisfied with easy answers",-0.1111111111111111
"took the easy way out of his dilemma",-0.1111111111111111
"The news was carried to every village in the province",0.13333333333333333
"the convention of not naming the main character",0.21212121212121213
"violence is the rule not the exception",0.21212121212121213
"his formula for impressing visitors",0.21212121212121213
"stay after school",0.09999999999999999
"he didn't miss a single day of school",0.09999999999999999
"when the school day was done we would walk home together",0.09999999999999999
"led a happy purposeful life",0.8181818181818182
"The young doctor is interning at the Medical Center this year",0.07407407407407407
"a simple country schoolhouse",0.030303030303030304
"her black dress--simple to austerity",0.030303030303030304
"the stock market corrected",-0.5833333333333334
"prices slumped",-0.5833333333333334
"a word unacceptable in polite society",-0.39999999999999997
"an unacceptable violation of personal freedom",-0.39999999999999997
"The boss finally increased her salary",0.40740740740740744
"The university increased the number of students it admitted",0.40740740740740744
"Scientists supposed that large dinosaurs lived in swamps",0.09999999999999999
"circulating bills and coins",0.0
"The children teased the new teacher",-0.2222222222222222
"Don't ride me so hard over my failure",-0.2222222222222222
"His fellow workers razzed him when he wore a jacket and tie",-0.2222222222222222
"the team's running plays worked better than its pass plays",0.14285714285714285
"professional occupations include medicine and the law and teaching",0.2962962962962963
"She seems to be sleeping",0.0
"This appears to be a very difficult problem",0.0
"This project looks fishy",0.0
"They appeared like people who had not eaten or slept for a long time",0.0
"too embarrassed to say hello to his drunken father on the street",-0.4444444444444444
"humiliated that his wife had to go out to work",-0.4444444444444444
"felt mortified by the comparison with her sister",-0.4444444444444444
"of undetermined species",-0.3
"These pills will help the patient",0.4666666666666666
"work equals force times distance",0.13333333333333333
"he was pushed roughly aside",0.14814814814814814
"they treated him rough",0.14814814814814814
"she consciously played with the idea of inviting them",0.2333333333333333
"The prodigy played Carnegie Hall at the age of 16",0.19444444444444445
"She has been playing on Broadway for years",0.19444444444444445
"trigger a reaction",0.4444444444444444
"actuate the circuits",0.4444444444444444
"the pig was rooting for truffles",0.06666666666666667
"the bolt slipped into place",-0.07407407407407407
"water slipped from the polished marble",-0.07407407407407407
"what he did was beyond the bounds of acceptable behavior",0.4444444444444444
"to the limit of his ability",0.4444444444444444
"a long and indecisive war",-0.6666666666666666
"he valued glory above life itself",0.3703703703703704
"set the clocks back an hour",-0.13333333333333333
"never look back",-0.13333333333333333
"lovers of the past looking fondly backward",-0.13333333333333333
"an estimable young professor",0.1111111111111111
"trains ran with admirable precision",0.1111111111111111
"his taste was impeccable, his health admirable",0.1111111111111111
"this room needs a woman's touch",-0.030303030303030304
"she got a run in her stocking",0.027777777777777776
"he caught sight of the king's men coming over the ridge",0.0
"he comes from good origins",0.0
"The horse threw its inexperienced rider",0.047619047619047616
"tension holds the belt in the pulleys",-0.12121212121212122
"He professed innocence but later admitted his guilt",-0.3333333333333333
"She pretended not to have known the suicide bomber",-0.3333333333333333
"She pretends to be an expert on wine",-0.3333333333333333
"massive retaliatory power",0.20833333333333334
"a massive increase in oil prices",0.20833333333333334
"massive changes",0.20833333333333334
"The company trademarked their new gadget",0.125
"the doctor will see you now",0.06666666666666667
"The minister doesn't see anybody before noon",0.06666666666666667
"in truth, moral decay hastened the decline of the Roman Empire",0.0
"really, you shouldn't have done it",0.0
"a truly awful book",0.0
"economically this proposal makes no sense",0.07407407407407407
"the findings in the gastrointestinal tract indicate that he died several hours after dinner",0.14814814814814814
"an area rich in archaeological findings",0.14814814814814814
"he works on commission",0.14814814814814814
"a privy place to rest and think",-0.09999999999999999
"a secluded romantic spot",-0.09999999999999999
"a secret garden",-0.09999999999999999
"an ace reporter",0.5925925925925926
"a crack shot",0.5925925925925926
"a first-rate golfer",0.5925925925925926
"a super party",0.5925925925925926
"played top-notch tennis",0.5925925925925926
"an athlete in tiptop condition",0.5925925925925926
"she is absolutely tops",0.5925925925925926
"well-funded research",0.07407407407407407
"nerve-racking noise",-0.0909090909090909
"the stressful days before a war",-0.0909090909090909
"a trying day at the office",-0.0909090909090909
"big talk",0.09999999999999999
"writing barren of insight",-0.5
"young recruits destitute of experience",-0.5
"innocent of literary merit",-0.5
"the sentence was devoid of meaning",-0.5
"The case was decided",0.48484848484848486
"The judge decided the case in favor of the plaintiff",0.48484848484848486
"The father adjudicated when the sons were quarreling over their inheritance",0.48484848484848486
"boot-up instructions are written on the hard disk",0.12121212121212122
"the development of his ideas took many years",0.39999999999999997
"the evolution of Greek civilization",0.39999999999999997
"the slow development of her skill as a writer",0.39999999999999997
"thrown silk is raw silk that has been twisted and doubled into yarn",0.08333333333333333
"was proud of his improved grades",0.7000000000000001
"an improved viewfinder",0.7000000000000001
"the structure consisted of a series of arches",0.16666666666666666
"she wore her hair in an amazing construction of whirls and ribbons",0.16666666666666666
"creationism denies the theory of evolution of species",0.13333333333333333
"the theme is announced in the first measures",0.03333333333333333
"the accompanist picked up the idea and elaborated it",0.03333333333333333
"The suspect was cleared of the murder charges",0.07407407407407407
"She read the sky and predicted rain",0.037037037037037035
"I can't read his strange behavior",0.037037037037037035
"The fortune teller read his fate in the crystal ball",0.037037037037037035
"I tasked him with looking after the children",0.047619047619047616
"He slumped onto the couch",-0.3333333333333333
"My spirits sank",-0.3333333333333333
"biological child",0.0
"natural parent",0.0
"an accessible and genial man",0.24242424242424243
"was sent down to work at the regional office",-0.16666666666666666
"worked down on the farm",-0.16666666666666666
"came down for the wedding",-0.16666666666666666
"flew down to Florida",-0.16666666666666666
"Touch the stone for good luck",0.09999999999999999
"She never touched her husband",0.09999999999999999
"he loved to solve chessmate puzzles",0.047619047619047616
"that's a real puzzler",0.047619047619047616
"although her popular image was contrived it served to inspire music and pageantry",0.09999999999999999
"the company tried to project an altruistic image",0.09999999999999999
"stay over the weekend",0.0
"This may answer her needs",0.037037037037037035
"an alert mind",0.6
"alert to the problems",0.6
"alive to what is going on",0.6
"awake to the dangers of her situation",0.6
"was now awake to the reality of his predicament",0.6
"she edited the juiciest scenes",-0.07407407407407407
"he was a charter member of the movement",0.5185185185185185
"politicians have to respect a mass movement",0.5185185185185185
"he led the national liberation front",0.5185185185185185
"nominate a committee",0.43333333333333335
"step over to the blackboard",0.03333333333333333
"a notorious gangster",-0.25
"the tenderloin district was notorious for vice",-0.25
"the infamous Benedict Arnold",-0.25
"I can't see him on horseback!",0.3333333333333333
"I can see what will happen",0.3333333333333333
"I can see a risk in this strategy",0.3333333333333333
"bites of black flies are more than irritating; they can be very painful",-0.3666666666666667
"wages were pitifully low, particularly the wages of women",-0.40740740740740744
"catalytic activity",0.3636363636363636
"The musical performance sparkled",0.20833333333333334
"A scintillating conversation",0.20833333333333334
"his playing coruscated throughout the concert hall",0.20833333333333334
"a suppression of the newspaper",-0.39999999999999997
"enter a race",0.42424242424242425
"enter an agreement",0.42424242424242425
"enter a drug treatment program",0.42424242424242425
"enter negotiations",0.42424242424242425
"Her Majesty's loyal opposition",0.09999999999999999
"Don't always pick on your little brother",0.037037037037037035
"He bowed before the King",-0.39999999999999997
"She bowed her head in shame",-0.39999999999999997
"an exploratory operation",0.4666666666666666
"exploratory reconnaissance",0.4666666666666666
"digging an exploratory well in the Gulf of Mexico",0.4666666666666666
"exploratory talks between diplomats",0.4666666666666666
"I am guessing that the price of real estate will rise again",0.037037037037037035
"I cannot pretend to say that you are wrong",0.037037037037037035
"He transformed into a monster",0.19999999999999998
"The salesman metamorphosed into an ugly beetle",0.19999999999999998
"bigotry is a virus that must not be allowed to spread",-0.2916666666666667
"the virus of jealousy is latent in everyone",-0.2916666666666667
"I cannot correlate these two pieces of information",0.09523809523809523
"The family purchased a new car",0.30303030303030304
"The conglomerate acquired a new company",0.30303030303030304
"She buys for the big department store",0.30303030303030304
"they are avaricious and will do anything for money",-0.08333333333333333
"casting covetous eyes on his neighbor's fields",-0.08333333333333333
"a grasping old miser",-0.08333333333333333
"grasping commercialism",-0.08333333333333333
"greedy for money and power",-0.08333333333333333
"grew richer and greedier",-0.08333333333333333
"prehensile employers stingy with raises for their employees",-0.08333333333333333
"she became increasingly depressed",0.21212121212121213
"the composition presents problems for students of musical form",0.041666666666666664
"a visual pattern must include not only objects but the spaces between them",0.041666666666666664
"She always takes an umbrella",0.12121212121212122
"I always carry money",0.12121212121212122
"She packs a gun when she goes into the mountains",0.12121212121212122
"the company downsized its research staff",-0.16666666666666666
"We credited her for saving our jobs",0.16666666666666666
"the lecture was beyond his most strenuous graspings",-0.0909090909090909
"spent an anxious night waiting for the test results",-0.3888888888888889
"cast anxious glances behind her",-0.3888888888888889
"those nervous moments before takeoff",-0.3888888888888889
"an unquiet mind",-0.3888888888888889
"his determination showed in his every movement",0.8518518518518517
"he is a man of purpose",0.8518518518518517
"I reject the idea of starting a war",-0.40740740740740744
"The journal rejected the student's paper",-0.40740740740740744
"come back after the rush",0.7407407407407408
"Can you enlighten me--I don't understand this proposal",0.3666666666666667
"a scientific approach",0.14814814814814814
"Maine is a leading producer of potatoes",0.2962962962962963
"this microorganism is a producer of disease",0.2962962962962963
"Dancing flames",0.30303030303030304
"The children danced with joy",0.30303030303030304
"think big",0.3703703703703704
"she spoke in no uncertain terms",-0.7037037037037037
"a cerebral approach to the problem",0.3333333333333333
"cerebral drama",0.3333333333333333
"it's my go",0.037037037037037035
"a spell of work",0.037037037037037035
"the new hires need special training",0.12121212121212122
"a subordinate kingdom",-0.5555555555555556
"a committee was appointed to oversee the reorganization of the curriculum",0.4444444444444444
"top officials were forced out in the cabinet shakeup",0.4444444444444444
"he got a tip on the stock market",0.2962962962962963
"a good lead for a job",0.2962962962962963
"how gloriously happy she had been during those few fleeting moments of time",0.0
"wakefulness, watchfulness, and bellicosity make a good hunter",0.3703703703703704
"vigilance is especially susceptible to fatigue",0.3703703703703704
"abnormal profits",0.06666666666666667
"abnormal ambition",0.06666666666666667
"These bonds mature in 2005",0.09523809523809523
"The path spirals up the mountain",0.0
"she was not the...credible fool he expected",0.1818181818181818
"charming incantations",0.06666666666666667
"magic signs that protect against adverse influence",0.06666666666666667
"a magical spell",0.06666666666666667
"'tis now the very witching time of night",0.06666666666666667
"wizard wands",0.06666666666666667
"wizardly powers",0.06666666666666667
"drive a ball",0.2333333333333333
"objections were voiced on every hand",-0.03333333333333333
"she achieved her goal despite setbacks",0.875
"We must follow closely the economic development is Cuba",0.16666666666666666
"trace the student's progress",0.16666666666666666
"trace one's ancestry",0.16666666666666666
"her health is better now",0.125
"I feel better",0.125
"beat one's breast",0.375
"beat one's foot rhythmically",0.375
"At what time does your train leave?",0.06666666666666667
"She didn't leave until midnight",0.06666666666666667
"The ship leaves at midnight",0.06666666666666667
"all those concerned in the bribery case have been identified",-0.13333333333333333
"named three officials implicated in the plot",-0.13333333333333333
"an innocent person implicated by circumstances in a crime",-0.13333333333333333
"she pushed against the wall with all her strength",0.6333333333333333
"intentional damage",0.4666666666666666
"a knowing act of fraud",0.4666666666666666
"a deliberate attempt to provoke a response",0.4666666666666666
"The moon rode high in the night sky",0.07407407407407407
"The interest accrues",0.43333333333333335
"our homework consisted of ten problems to solve",-0.20833333333333334
"he heard the trip of women's feet overhead",-0.08333333333333333
"true north is geographic north",0.0
"He muscled his way into the office",0.3333333333333333
"The estate fell to my sister",0.0
"The land returned to the family",0.0
"The estate devolved to an heir that everybody had assumed to be dead",0.0
"She doesn't test well",-0.1111111111111111
"police controlled the motion of the crowd",0.3333333333333333
"the movement of people from the farms to the cities",0.3333333333333333
"his move put him directly in my path",0.3333333333333333
"first you must collect all the facts of the case",-0.03333333333333333
"This will help to prevent accidents",0.2916666666666667
"constant stirring prevents it from burning on the bottom of the pan",0.25925925925925924
"We were cruising in the Caribbean",-0.14814814814814814
"fast-flying planes",0.07407407407407407
"played the difficult passage with flying fingers",0.07407407407407407
"is absolved from all blame",0.25
"was now clear of the charge of cowardice",0.25
"his official honor is vindicated",0.25
"officially, he is in charge",0.21212121212121213
"officially responsible",0.21212121212121213
"standardized education",0.0
"roll a cigarette",0.03333333333333333
"she wanted neither favor nor despite",-0.19047619047619047
"a very natural development",-0.03333333333333333
"our natural environment",-0.03333333333333333
"natural science",-0.03333333333333333
"natural resources",-0.03333333333333333
"natural cliffs",-0.03333333333333333
"natural phenomena",-0.03333333333333333
"therefore X must be true",0.037037037037037035
"the eggs were fresh and hence satisfactory",0.037037037037037035
"we were young and thence optimistic",0.037037037037037035
"it is late and thus we must go",0.037037037037037035
"the witness is biased and so cannot be trusted",0.037037037037037035
"her qualifications for the job are excellent",0.40740740740740744
"one of the qualifications for admission is an academic degree",0.40740740740740744
"she has the makings of fine musician",0.40740740740740744
"The crowd pushed forward",0.6296296296296297
"written evidence",0.0
"corrupt judges and their corrupting influence",-0.4666666666666666
"the vicious and degrading cult of violence",-0.4666666666666666
"the chairman's nephew has a lot of pull",0.25925925925925924
"economic theory",0.09999999999999999
"a profession of disagreement",-0.041666666666666664
"accept your wakefulness and sleep in its own contrary way is more likely to come",-0.08333333333333333
"build a defense on nothing but the accused person's reputation",0.2222222222222222
"he gave free rein to his impulses",0.3703703703703704
"they gave full play to the artist's talent",0.3703703703703704
"How is it going?",0.0
"The day went well until I got your call",0.0
"it would have been cheap at twice the price",-0.24242424242424243
"inexpensive family restaurants",-0.24242424242424243
"an obedient soldier",0.0
"obedient children",0.0
"a little man obedient to his wife",0.0
"the obedient colonies...are heavily taxed; the refractory remain unburdened",0.0
"play safe",0.07407407407407407
"play it safe",0.07407407407407407
"play fair",0.07407407407407407
"blatant radios",0.24242424242424243
"a clamorous uproar",0.24242424242424243
"strident demands",0.24242424242424243
"a vociferous mob",0.24242424242424243
"he is running the Marathon this year",0.4444444444444444
"let's race and see who gets there first",0.4444444444444444
"had a good workout",0.5185185185185185
"gave the house a good cleaning",0.5185185185185185
"a minor poet",-0.2962962962962963
"had a minor part in the play",-0.2962962962962963
"a minor official",-0.2962962962962963
"many of these hardy adventurers were minor noblemen",-0.2962962962962963
"minor back roads",-0.2962962962962963
"Gielgud appears briefly in this movie",0.2333333333333333
"She appeared in `Hamlet' on the London stage",0.2333333333333333
"one mistake brought shame to all his family",-0.42424242424242425
"suffered the ignominy of being sent to prison",-0.42424242424242425
"salaried members of the staff",0.03333333333333333
"his rage for fame destroyed him",0.43333333333333335
"Some Amish people have commercialized their way of life",0.15151515151515152
"dummy up the books that are to be published",-0.08333333333333333
"These ugly billboards have to go!",-0.08333333333333333
"These luxuries all had to go under the Khmer Rouge",-0.08333333333333333
"The President's convoy rolled past the crowds",0.06060606060606061
"The war extended over five years",-0.037037037037037035
"The period covered the turn of the century",-0.037037037037037035
"My land extends over the hills on the horizon",-0.037037037037037035
"This farm covers some 200 acres",-0.037037037037037035
"The Archipelago continues for another 500 miles",-0.037037037037037035
"he remembered how he used to pick flowers",-0.037037037037037035
"Grant won a decisive victory in the battle of Chattanooga",0.3055555555555555
"he lost his romantic ideas about war when he got into a real engagement",0.3055555555555555
"precocious flowers appear before the leaves as in some species of magnolias",0.3333333333333333
"a discerning critic",0.4666666666666666
"a discerning reader",0.4666666666666666
"he was afraid of a fire in the circus tent",-0.030303030303030304
"they had the big top up in less than an hour",-0.030303030303030304
"unripe fruit",-0.16666666666666666
"fried green tomatoes",-0.16666666666666666
"green wood",-0.16666666666666666
"Harry finally seduced Sally",0.2222222222222222
"Did you score last night?",0.2222222222222222
"Harry made Sally",0.2222222222222222
"dishonor checks and drafts",-0.3703703703703704
"played a large role in the negotiations",0.24242424242424243
"For fools rush in where angels fear to tread",0.07407407407407407
"step on the brake",0.07407407407407407
"they had a bitter exchange",-0.037037037037037035
"the skin of old persons is less reactive than that of younger persons",0.19444444444444445
"governmental policy",0.14814814814814814
"public confidence and governmental morale",0.14814814814814814
"no medical care was required",0.14285714285714285
"the old car needs constant attention",0.14285714285714285
"an inactive mine",-0.9393939393939394
"inactive accounts",-0.9393939393939394
"inactive machinery",-0.9393939393939394
"a homeless tramp",-0.25925925925925924
"he tried to help the really down-and-out bums",-0.25925925925925924
"his knowledgeability impressed me",0.3055555555555555
"his dullness was due to lack of initiation",0.3055555555555555
"biologically related",0.0
"a director who takes an active interest in corporate operations",0.6333333333333333
"an active antagonism",0.6333333333333333
"he was active in drawing attention to their grievances",0.6333333333333333
"a classical scholar",0.06060606060606061
"they criticized his performance as mayor",0.6333333333333333
"experience generally improves performance",0.6333333333333333
"he gave credence to the gossip",0.06060606060606061
"acceptance of Newtonian mechanics was unquestioned for 200 years",0.06060606060606061
"I will lend you my car",0.03333333333333333
"loan me some money",0.03333333333333333
"Dupont designs for the house of Chanel",0.14814814814814814
"the early manipulative techniques of a three-year-old child",0.2777777777777778
"The government bowed to the military pressure",-0.8666666666666667
"he arrived at work early today",0.14285714285714285
"Smith replaced Miller as CEO after Miller left",0.3666666666666667
"the computer has supplanted the slide rule",0.3666666666666667
"Mary replaced Susan as the team's captain and the highest-ranked player in the school",0.3666666666666667
"Melons come from a vine",0.13333333333333333
"Understanding comes from experience",0.13333333333333333
"Did you register any change when I pressed the button?",0.16666666666666666
"the children worked on the project independently",0.5151515151515151
"hazardous assignment",0.037037037037037035
"intellectual problems",0.375
"the triumph of the rational over the animal side of man",0.375
"the oppressive government",-0.2962962962962963
"oppressive laws",-0.2962962962962963
"a tyrannical parent",-0.2962962962962963
"tyrannous disregard of human rights",-0.2962962962962963
"felt relaxed and fit after their holiday",0.39999999999999997
"keeps fit with diet and exercise",0.39999999999999997
"stimulate my appetite",0.5757575757575758
"excite the audience",0.5757575757575758
"stir emotions",0.5757575757575758
"a contract advantageous to our country",0.3703703703703704
"socially advantageous to entertain often",0.3703703703703704
"always needing friends and money",0.0
"individual drops of rain",-0.027777777777777776
"please mark the individual pages",-0.027777777777777776
"they went their individual ways",-0.027777777777777776
"I fear I won't make it to your wedding party",-0.375
"We must reorganize the company if we don't want to go under",0.5151515151515151
"quinine is highly specific for malaria",0.09999999999999999
"a specific remedy",0.09999999999999999
"a specific stain is one having a specific affinity for particular structural elements",0.09999999999999999
"perceptive faculties",0.13333333333333333
"an indefatigable advocate of equal rights",0.6296296296296297
"a tireless worker",0.6296296296296297
"unflagging pursuit of excellence",0.6296296296296297
"a rickety table",-0.3
"a wobbly chair with shaky legs",-0.3
"the ladder felt a little wobbly",-0.3
"the bridge still stands though one of the arches is wonky",-0.3
"a significant change in tax laws",0.5
"a significant change in the Constitution",0.5
"a significant contribution",0.5
"significant details",0.5
"statistically significant",0.5
"rank jungle vegetation",0.2962962962962963
"an insecure person lacking mental stability",-0.5714285714285714
"she has a wealth of talent",0.1818181818181818
"my horse lost the race by a nose",-0.1818181818181818
"The Vietnamese mined Cambodia",0.25
"the catch was only 10 fish",0.16666666666666666
"admit someone to the profession",0.2222222222222222
"She was admitted to the New Jersey Bar",0.2222222222222222
"the bottleneck in mail delivery is the process of sorting",0.125
"rain caught them unawares",-0.27272727272727276
"sorrow comes to all, and to the young it comes with bittered agony because it takes them unawares",-0.27272727272727276
"a poem or essay may be typical of its period in idea or ideal content",0.2333333333333333
"pay a debt",0.09999999999999999
"pay an obligation",0.09999999999999999
"She authorized her assistant to sign the papers",0.6944444444444445
"there was too much play in the steering wheel",0.0
"incapable of carrying a tune",-0.4166666666666667
"he is incapable of understanding the matter",-0.4166666666666667
"incapable of doing the work",-0.4166666666666667
"it is not regarded as one of his more memorable works",0.20833333333333334
"the symphony was hailed as an ingenious work",0.20833333333333334
"he was indebted to the pioneering work of John Dewey",0.20833333333333334
"the work of an active imagination",0.20833333333333334
"erosion is the work of wind or water over time",0.20833333333333334
"They passed the amendment",0.40740740740740744
"We cannot legislate how people spend their free time",0.40740740740740744
"staple fibers vary widely in length",0.0
"I limit you to two visits to the pub a day",-0.4666666666666666
"please confine your questions to the topic",-0.4666666666666666
"our actions are circumscribed by our biology, personality, and by the social and cultural context into which we are born",-0.4666666666666666
"the bull was worth good money in servicing fees",0.2962962962962963
"I found this gadget that will serve as a bottle opener",0.3333333333333333
"I got hold of these tools to fix our plumbing",0.3333333333333333
"The chairman got hold of a secretary on Friday night to type the urgent letter",0.3333333333333333
"leave it as is",-0.30303030303030304
"leave the young fawn alone",-0.30303030303030304
"leave the flowers that you see in the park behind",-0.30303030303030304
"a Cadillac makes a statement about who you are",0.08333333333333333
"his tantrums are a statement of his need for attention",0.08333333333333333
"I could tell that it was his wish that the guests leave",-0.09999999999999999
"his crying was an indirect request for attention",-0.09999999999999999
"the marketable surplus",0.27272727272727276
"abject surrender",-0.5
"congressional hearing",0.041666666666666664
"functional deafness",0.12121212121212122
"heroic legends",0.39999999999999997
"the heroic age",0.39999999999999997
"The salesman is aggressively pushing the new computer model",0.8333333333333334
"The company is heavily advertizing their new laptops",0.8333333333333334
"tyrannical government",0.030303030303030304
"there was an informal meeting in my living room",0.25925925925925924
"He came singing down the road",0.375
"Come with me to the Casbah",0.375
"come down here!",0.375
"come out of the closet!",0.375
"come into the room",0.375
"changed attitudes",0.21212121212121213
"changed styles of dress",0.21212121212121213
"a greatly changed country after the war",0.21212121212121213
"the forward section of the aircraft",0.09999999999999999
"a forward plunge down the stairs",0.09999999999999999
"forward motion",0.09999999999999999
"cruelty offended his sensibility",0.08333333333333333
"the wages of sin is death",0.27272727272727276
"virtue is its own reward",0.27272727272727276
"He was billed as the greatest tenor since Caruso",0.08333333333333333
"a buffoonish walk",-0.07407407407407407
"a clownish face",-0.07407407407407407
"a zany sense of humor",-0.07407407407407407
"he grabbed the pull and opened the drawer",0.2333333333333333
"The Germans want to appreciate the Deutsche Mark",0.07407407407407407
"the machinery sat idle during the strike",-0.7407407407407408
"idle hands",-0.7407407407407408
"he was at the top of his form",0.5151515151515151
"the team was off form last night",0.5151515151515151
"he received reimbursement for his travel expenses",0.07407407407407407
"black-bordered handkerchief",-0.041666666666666664
"the falsehood about some fanciful secret treaties",0.047619047619047616
"a small child's imaginary friends",0.047619047619047616
"to create a notional world for oneself",0.047619047619047616
"a big figure in the movement",0.08333333333333333
"big man on campus",0.08333333333333333
"he's very large in financial circles",0.08333333333333333
"a prominent citizen",0.08333333333333333
"She changed completely as she grew older",0.24242424242424243
"The weather changed last night",0.24242424242424243
"This gun ranges over two miles",0.0
"the strike was supported by the union rank and file",0.06666666666666667
"he rose from the ranks to become a colonel",0.06666666666666667
"reserved and cautious; never making swift decisions",-0.3333333333333333
"a cautious driver",-0.3333333333333333
"an inherited disease",0.1111111111111111
"familial traits",0.1111111111111111
"genetically transmitted features",0.1111111111111111
"weight loss",-0.5925925925925926
"a serious loss of business",-0.5925925925925926
"The pitcher delivered the ball",0.375
"creative work",0.38095238095238093
"we endeavor to make our customers happy",0.8518518518518517
"he watched the beggar trying to make a touch",0.0
"the car was a total loss",-0.3333333333333333
"loss of livestock left the rancher bankrupt",-0.3333333333333333
"it was an apology for a meal",-0.3333333333333333
"a poor excuse for an automobile",-0.3333333333333333
"The lovers held hands while walking",0.06666666666666667
"We like to walk every Sunday",0.06666666666666667
"He suddenly appeared at the wedding",0.030303030303030304
"A new star appeared on the horizon",0.030303030303030304
"a life consecrated to science",0.3
"the consecrated chapel",0.3
"a chapel dedicated to the dead of World War II",0.3
"I heard his explanation of the accident",0.16666666666666666
"he is a very practical person",0.30303030303030304
"the idea had no practical application",0.30303030303030304
"a practical knowledge of Japanese",0.30303030303030304
"woodworking is a practical art",0.30303030303030304
"we are seeing this film too late to feel its original impact forcefully",0.4444444444444444
"a passage capable of misinterpretation",0.30303030303030304
"open to interpretation",0.30303030303030304
"an issue open to question",0.30303030303030304
"the time is fixed by the director and players and therefore subject to much variation",0.30303030303030304
"concentrate juice",0.16666666666666666
"a child's innocent stare",-0.12121212121212122
"his ingenuous explanation that he would not have burned the church if he had not thought the bishop was in it",-0.12121212121212122
"he is potentially dangerous",0.2380952380952381
"potentially useful",0.2380952380952381
"She got the bus just as it was leaving",0.24242424242424243
