"idx0","SENT","HumEvalN","HumEvalSD","HumEval","PietA","PietB","PietC","NicoPos","NicoNeg","NicoCom","sents","text","sents_count","ba0","BATot","BAPos","BANeg","BAAbs"
23,24,29,0.5808945030255669,2.1379310344827585,0.0,0.0,0.0,0.0,0.0,0.0,"['The approaching deadline would encourage me to get going and complete this on time, everytime.']","The approaching deadline would encourage me to get going and complete this on time, everytime.",1,"[0.5783401727676392]",0.5783401727676392,0.5783401727676392,0.0,0.5783401727676392
24,25,29,0.5526470114022354,2.6551724137931036,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.17857142857142858,0.0,0.17857142857142858,"['Achieving this goal also made me want to find other new projects to work on and gave me motivation and energy to put into my work going forward.']","Achieving this goal also made me want to find other new projects to work on and gave me motivation and energy to put into my work going forward.",1,"[0.5912688374519348]",0.5912688374519348,0.5912688374519348,0.0,0.5912688374519348
25,26,30,1.0080138659874618,1.5333333333333334,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,"['It took me longer than the 8 weeks originally proposed to be able to do 5k byt eventually I managed it.']","It took me longer than the 8 weeks originally proposed to be able to do 5k byt eventually I managed it.",1,"[0.06855372339487076]",0.06855372339487076,0.06855372339487076,0.0,0.06855372339487076
26,27,30,0.4497764451088036,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['One day while browsing Facebook I spotted an advert for a musical theatre dance fitness class.']","One day while browsing Facebook I spotted an advert for a musical theatre dance fitness class.",1,"[0.0053340476006269455]",0.0053340476006269455,0.0053340476006269455,0.0,0.0053340476006269455
27,28,30,0.9097176522946842,2.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,"['I updated my cover letter and complied a list of people I hoped I could call upon should I need them as a reference.']","I updated my cover letter and complied a list of people I hoped I could call upon should I need them as a reference.",1,"[0.15346315503120422]",0.15346315503120422,0.15346315503120422,0.0,0.15346315503120422
28,29,30,0.6396838299494919,2.2666666666666666,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.0,0.07407407407407407,"['He performed well all year contributing a number of individual performances which allowed certain games to be won which may not have been if he had failed.']","He performed well all year contributing a number of individual performances which allowed certain games to be won which may not have been if he had failed.",1,"[0.3608205318450928]",0.3608205318450928,0.3608205318450928,0.0,0.3608205318450928
29,30,30,1.5402641958779175,-1.2,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,"['I tried many different solutions over those years but just didnt understand enough, i always got caught in this rut of trying to push myself too much physically which honestly I just couldnt handle at the time.']","I tried many different solutions over those years but just didnt understand enough, i always got caught in this rut of trying to push myself too much physically which honestly I just couldnt handle at the time.",1,"[-0.2811010777950287]",-0.2811010777950287,0.0,0.2811010777950287,0.2811010777950287
30,31,30,0.6102571532587294,2.2,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,"['I also put in place a new system and word seemed to get around about how efficient I was.']","I also put in place a new system and word seemed to get around about how efficient I was.",1,"[0.44568538665771484]",0.44568538665771484,0.44568538665771484,0.0,0.44568538665771484
31,32,31,0.6290460434111185,-1.935483870967742,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,"['Jill however, had real problems adapting to retired life and ended up becoming a bit of a hermit.']","Jill however, had real problems adapting to retired life and ended up becoming a bit of a hermit.",1,"[-0.4578081965446472]",-0.4578081965446472,0.0,0.4578081965446472,0.4578081965446472
32,33,29,0.6394270834691721,-2.1379310344827585,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,"['I am tired of the upkeep of life- the endless washing, cleaning, sorting, tidying.']","I am tired of the upkeep of life- the endless washing, cleaning, sorting, tidying.",1,"[-0.25422266125679016]",-0.25422266125679016,0.0,0.25422266125679016,0.25422266125679016
33,34,30,0.6288102248298565,2.1333333333333333,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.15789473684210525,0.0,0.15789473684210525,"['She has said that she now wants to use the techniques she used to gain confidence in herself in her personal life so this work goal is also set to help her in all aspects of her life.']","She has said that she now wants to use the techniques she used to gain confidence in herself in her personal life so this work goal is also set to help her in all aspects of her life.",1,"[0.5721078515052795]",0.5721078515052795,0.5721078515052795,0.0,0.5721078515052795
34,35,30,0.5632418479750461,2.6,0.1,0.05,0.1,0.05,0.0,0.05,"['As a result of obtaining the masters degree, he was able to further accelerate his career and therefore his income.']","As a result of obtaining the masters degree, he was able to further accelerate his career and therefore his income.",1,"[0.49381282925605774]",0.49381282925605774,0.49381282925605774,0.0,0.49381282925605774
35,36,30,1.1426929274467317,-1.2666666666666666,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,"['Whatever the reason, it never felt like the right choice of degree for him.']","Whatever the reason, it never felt like the right choice of degree for him.",1,"[-0.29970404505729675]",-0.29970404505729675,0.0,0.29970404505729675,0.29970404505729675
36,37,29,1.4037248126871928,0.5517241379310345,0.0625,0.0,0.0625,0.0,0.0,0.0,"['During the summer holidays we are at maximum capacity and do not get a minute rest.']","During the summer holidays we are at maximum capacity and do not get a minute rest.",1,"[0.11996547877788544]",0.11996547877788544,0.11996547877788544,0.0,0.11996547877788544
37,38,30,0.6149478998583782,1.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,"['I was called into the room and the interview began, I answered all the questions and felt that I had performed really well.']","I was called into the room and the interview began, I answered all the questions and felt that I had performed really well.",1,"[0.21506865322589874]",0.21506865322589874,0.21506865322589874,0.0,0.21506865322589874
38,39,30,0.5713464637233658,-2.466666666666667,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,"['This caused him to fail second year for the second time and be kicked out of the university.']","This caused him to fail second year for the second time and be kicked out of the university.",1,"[-0.34342941641807556]",-0.34342941641807556,0.0,0.34342941641807556,0.34342941641807556
39,40,30,0.7279320417946062,-2.433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"['He allowed his career to stop due to this and ended up losing his home and had to live in council property.']","He allowed his career to stop due to this and ended up losing his home and had to live in council property.",1,"[-0.4039193093776703]",-0.4039193093776703,0.0,0.4039193093776703,0.4039193093776703
40,41,30,1.284746944983205,-0.7333333333333333,0.08,0.02,0.08,0.04,0.0,0.04,"['By this i think of a time where an acquaintance (someone i know moderatey well) was struggling to get a job within the career they want to pursoe and stuck in a bar job that is run poorly and they are taken advangtage of becuase of thier hard work ethic.']","By this i think of a time where an acquaintance (someone i know moderatey well) was struggling to get a job within the career they want to pursoe and stuck in a bar job that is run poorly and they are taken advangtage of becuase of thier hard work ethic.",1,"[-0.17926381528377533]",-0.17926381528377533,0.0,0.17926381528377533,0.17926381528377533
41,42,29,0.6750296472233955,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,"['However, in the most recent clubhouse - we had some unexpected guests turn up who we bumped into and invited them.']","However, in the most recent clubhouse - we had some unexpected guests turn up who we bumped into and invited them.",1,"[-0.0035012196749448776]",-0.0035012196749448776,0.0,0.0035012196749448776,0.0035012196749448776
42,43,30,0.8030115728972382,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,"['She walked around me as I sat on the chair with my hands underneath each buttock.']","She walked around me as I sat on the chair with my hands underneath each buttock.",1,"[0.01902160234749317]",0.01902160234749317,0.01902160234749317,0.0,0.01902160234749317
43,44,30,0.5074162634049248,2.533333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.0,0.037037037037037035,"['For example, taking on extra leadership roles, joining the senior leadership team for experience, taking on other responsibilities around the workplace and supporting others in their work.']","For example, taking on extra leadership roles, joining the senior leadership team for experience, taking on other responsibilities around the workplace and supporting others in their work.",1,"[0.4188040494918823]",0.4188040494918823,0.4188040494918823,0.0,0.4188040494918823
44,45,29,1.4511758439449234,1.0344827586206897,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,"[""This was a mental block that I had to overcome, and 'better late than never' became my mantra.""]","This was a mental block that I had to overcome, and 'better late than never' became my mantra.",1,"[-0.024489451199769974]",-0.024489451199769974,0.0,0.024489451199769974,0.024489451199769974
45,46,30,0.4068381021724862,2.8,0.1276595744680851,0.06382978723404255,0.1276595744680851,0.0851063829787234,0.02127659574468085,0.06382978723404255,"['I was able to achieve the goal of getting my undergraduate degree and then obtaining a first in my masters and straight after this I was able to get an assistant psychologist job post following my masters graduation which again was another goal ticked off my box.']","I was able to achieve the goal of getting my undergraduate degree and then obtaining a first in my masters and straight after this I was able to get an assistant psychologist job post following my masters graduation which again was another goal ticked off my box.",1,"[0.496292382478714]",0.496292382478714,0.496292382478714,0.0,0.496292382478714
46,47,30,0.40257789993644877,0.1,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,"['Sometimes i met him at meetings but othertimes we worked in different places.']","Sometimes i met him at meetings but othertimes we worked in different places.",1,"[-0.01430253405123949]",-0.01430253405123949,0.0,0.01430253405123949,0.01430253405123949
47,48,30,1.1626367179523596,0.6,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,"['I decided after 8 weeks of expressing and bottle feeding that I would go onto formula.']","I decided after 8 weeks of expressing and bottle feeding that I would go onto formula.",1,"[0.007676327601075172]",0.007676327601075172,0.007676327601075172,0.0,0.007676327601075172
48,49,31,1.258092086822237,-1.1290322580645162,0.0,0.0,0.0,0.0,0.0,0.0,"['In the morning however, I was mortified to find pots unwashed, lounge a mess!']","In the morning however, I was mortified to find pots unwashed, lounge a mess!",1,"[-0.3243890106678009]",-0.3243890106678009,0.0,0.3243890106678009,0.3243890106678009
49,50,29,1.2633523314184736,-1.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,"['Her original plan had been to join the Army, but she had broken her collarbone in a skiing accident a few years ago and realised she would never be accepted - she even had to wait a year for surgery.']","Her original plan had been to join the Army, but she had broken her collarbone in a skiing accident a few years ago and realised she would never be accepted - she even had to wait a year for surgery.",1,"[0.10260413587093353]",0.10260413587093353,0.10260413587093353,0.0,0.10260413587093353
50,51,30,0.8022955570857537,-1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"['There is no expectation for anyone else to clean up after her, but if we want to use what is there, we would have to clean it to use which is unfair.']","There is no expectation for anyone else to clean up after her, but if we want to use what is there, we would have to clean it to use which is unfair.",1,"[-0.03351094573736191]",-0.03351094573736191,0.0,0.03351094573736191,0.03351094573736191
51,52,29,0.7243138421098421,2.103448275862069,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,"['He studied the right applicable business related courses and had support from his family who were successful business-people.']","He studied the right applicable business related courses and had support from his family who were successful business-people.",1,"[0.26402074098587036]",0.26402074098587036,0.26402074098587036,0.0,0.26402074098587036
52,53,30,0.7143842296595068,2.2,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,"['Eventually, we both completed all of our deliveries before time, and even though we were tired and achey afterwards, we were both happy and content that we had completed the task earlier than expected']","Eventually, we both completed all of our deliveries before time, and even though we were tired and achey afterwards, we were both happy and content that we had completed the task earlier than expected",1,"[0.34008675813674927]",0.34008675813674927,0.34008675813674927,0.0,0.34008675813674927
53,54,31,0.9804541409880653,-2.193548387096774,0.0,0.0,0.0,0.0,0.05,-0.05,"['During my undergraduate days, I had this friend who could fit into the title of the laziest human on earth.']","During my undergraduate days, I had this friend who could fit into the title of the laziest human on earth.",1,"[-0.1788451075553894]",-0.1788451075553894,0.0,0.1788451075553894,0.1788451075553894
54,55,31,1.1648988141945327,-1.096774193548387,0.0,0.0,0.0,0.0,0.0625,-0.0625,"['Furthermore, I was signed off of school for several months following an illness which meant that I ended up missing out on several subjects that would have been included in my exam.']","Furthermore, I was signed off of school for several months following an illness which meant that I ended up missing out on several subjects that would have been included in my exam.",1,"[-0.2689971923828125]",-0.2689971923828125,0.0,0.2689971923828125,0.2689971923828125
55,56,31,0.6204403569716752,-2.4193548387096775,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684,"['I found this process difficult and I frequently changed working locations and procrastinated in order to avoid the task.']","I found this process difficult and I frequently changed working locations and procrastinated in order to avoid the task.",1,"[-0.5239247679710388]",-0.5239247679710388,0.0,0.5239247679710388,0.5239247679710388
56,57,31,1.3996927466219995,-1.6774193548387097,0.06779661016949153,0.0,0.06779661016949153,0.03389830508474576,0.01694915254237288,0.01694915254237288,"['This caused some tension, as my family had to do things to care for me, and this made me feel worse about being unwell and unable to contribute in anyway - this likely retarded my recovery and actually exacerbated the situation, as I ended up in a loop of trying to help without being fully well enough to do so.']","This caused some tension, as my family had to do things to care for me, and this made me feel worse about being unwell and unable to contribute in anyway - this likely retarded my recovery and actually exacerbated the situation, as I ended up in a loop of trying to help without being fully well enough to do so.",1,"[-0.23661668598651886]",-0.23661668598651886,0.0,0.23661668598651886,0.23661668598651886
57,58,29,0.18569533817705186,0.034482758620689655,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,"['The written test asked a lot of specific technical questions about the job.']","The written test asked a lot of specific technical questions about the job.",1,"[0.1547151505947113]",0.1547151505947113,0.1547151505947113,0.0,0.1547151505947113
58,59,30,0.7914775938769179,-2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,"[""One of my neighbours just couldn't seem to be bothered to keep his waste bins tidy outside his house, or to keep it from looking very scruffy.""]","One of my neighbours just couldn't seem to be bothered to keep his waste bins tidy outside his house, or to keep it from looking very scruffy.",1,"[-0.2518567442893982]",-0.2518567442893982,0.0,0.2518567442893982,0.2518567442893982
59,60,30,0.6288102248298565,0.4666666666666667,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,"['I asked if I could make myself a cup of tea.']","I asked if I could make myself a cup of tea.",1,"[0.09184049069881439]",0.09184049069881439,0.09184049069881439,0.0,0.09184049069881439
60,61,29,0.9788401702105068,1.3793103448275863,0.0,0.0,0.0,0.0,0.0,0.0,"['I saw this job for a college nurse and it sounded fantastic.']","I saw this job for a college nurse and it sounded fantastic.",1,"[0.03543180227279663]",0.03543180227279663,0.03543180227279663,0.0,0.03543180227279663
61,62,31,0.8449724815777471,2.225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,"['To prepare I sacrificed a lot of spare time, two to three hours per day for nearly six months to just revise and learn the topics.']","To prepare I sacrificed a lot of spare time, two to three hours per day for nearly six months to just revise and learn the topics.",1,"[0.17471855878829956]",0.17471855878829956,0.17471855878829956,0.0,0.17471855878829956
62,63,29,1.0907131485472215,-1.7586206896551724,0.04,0.04,0.04,0.04,0.0,0.04,"[""Whilst I definitely had the desire to see and achieve the end result, I couldn't bring myself round to actually planning and completing the work.""]","Whilst I definitely had the desire to see and achieve the end result, I couldn't bring myself round to actually planning and completing the work.",1,"[0.44511133432388306]",0.44511133432388306,0.44511133432388306,0.0,0.44511133432388306
63,64,29,1.031522859110255,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,"['It felt good.']","It felt good.",1,"[0.14687201380729675]",0.14687201380729675,0.14687201380729675,0.0,0.14687201380729675
64,65,30,0.8769067893689609,-1.3,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,"['She maybe going somewhere for recreation or just to work, but she will be away and cannot be bothered to turn off her music even when she isnt home.']","She maybe going somewhere for recreation or just to work, but she will be away and cannot be bothered to turn off her music even when she isnt home.",1,"[0.09947392344474792]",0.09947392344474792,0.09947392344474792,0.0,0.09947392344474792
65,66,30,0.6214554662658655,-2.4,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,-0.1111111111111111,"['I know that I am being lazy and disorganised.']","I know that I am being lazy and disorganised.",1,"[-0.8403254747390747]",-0.8403254747390747,0.0,0.8403254747390747,0.8403254747390747
66,67,31,0.7787500323616211,1.8387096774193548,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,"['Being active in tennis at university has led me to make lots of new friend that I might not have found through tennis.']","Being active in tennis at university has led me to make lots of new friend that I might not have found through tennis.",1,"[0.17752277851104736]",0.17752277851104736,0.17752277851104736,0.0,0.17752277851104736
67,68,31,0.9503819266229829,0.6451612903225806,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,"[""She was 'adopted' i a manner of speaking, by her course leader, who had many many contacts in the theatrical and operatical world of London and more widely in the UK.""]","She was 'adopted' i a manner of speaking, by her course leader, who had many many contacts in the theatrical and operatical world of London and more widely in the UK.",1,"[-0.006684622727334499]",-0.006684622727334499,0.0,0.006684622727334499,0.006684622727334499
68,69,30,1.0416609195243756,-0.13333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,"['Who knows maybe one day they might surprise me']","Who knows maybe one day they might surprise me",1,"[0.04504337161779404]",0.04504337161779404,0.04504337161779404,0.0,0.04504337161779404
69,70,30,0.7878385971583354,-2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,"['He is indolent and does not like physical activity.']","He is indolent and does not like physical activity.",1,"[-0.6582184433937073]",-0.6582184433937073,0.0,0.6582184433937073,0.6582184433937073
70,71,30,1.3476245597431762,-1.3333333333333333,0.07272727272727272,0.01818181818181818,0.07272727272727272,0.01818181818181818,0.0,0.01818181818181818,"['Perhaps I could have done practice interviews that may have helped, or maybe not, but the situation is one of my biggest regrets in my life, as I really wanted that role, as it would have suited my needs very well, and I felt I could have done really well at it given the chance.']","Perhaps I could have done practice interviews that may have helped, or maybe not, but the situation is one of my biggest regrets in my life, as I really wanted that role, as it would have suited my needs very well, and I felt I could have done really well at it given the chance.",1,"[0.08893650770187378]",0.08893650770187378,0.08893650770187378,0.0,0.08893650770187378
71,72,30,0.7279320417946061,0.43333333333333335,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,"['We have a good time, joking and reminiscing about the past and of embarrassing stories.']","We have a good time, joking and reminiscing about the past and of embarrassing stories.",1,"[0.008327881805598736]",0.008327881805598736,0.008327881805598736,0.0,0.008327881805598736
72,73,29,0.9284766908852593,0.8275862068965517,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,"['He said it was a very surreal experince jumping out of a plane so high and then not being able to see the ground as it was so cloudy.']","He said it was a very surreal experince jumping out of a plane so high and then not being able to see the ground as it was so cloudy.",1,"[-0.1168910562992096]",-0.1168910562992096,0.0,0.1168910562992096,0.1168910562992096
73,74,30,0.5832922809856746,2.066666666666667,0.15,0.0,0.15,0.0,0.0,0.0,"['My friend then decided to take some time out and do some courses to improve themselves instead of jumping jobs.']","My friend then decided to take some time out and do some courses to improve themselves instead of jumping jobs.",1,"[0.42173975706100464]",0.42173975706100464,0.42173975706100464,0.0,0.42173975706100464
74,75,29,0.9284766908852593,2.1724137931034484,0.0,0.0,0.0,0.0,0.0,0.0,"['They researched how to train for a marathon and they began to train properly, twice a week.']","They researched how to train for a marathon and they began to train properly, twice a week.",1,"[0.5041410326957703]",0.5041410326957703,0.5041410326957703,0.0,0.5041410326957703
75,76,30,0.9732042112432565,1.4666666666666666,0.1,0.1,0.1,0.0,0.0,0.0,"['I had the interview which I thought was very good.']","I had the interview which I thought was very good.",1,"[0.21708673238754272]",0.21708673238754272,0.21708673238754272,0.0,0.21708673238754272
76,77,30,1.156689688067962,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,"['I had the second interview and it was after this that I was then told that I was unsuccessful for the job.']","I had the second interview and it was after this that I was then told that I was unsuccessful for the job.",1,"[-0.10419387370347977]",-0.10419387370347977,0.0,0.10419387370347977,0.10419387370347977
77,78,29,0.9218208581830207,-1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,"['Three days later it was clear that her husband never got to it as the garden waste was still in the garden.']","Three days later it was clear that her husband never got to it as the garden waste was still in the garden.",1,"[-0.15238603949546814]",-0.15238603949546814,0.0,0.15238603949546814,0.15238603949546814
