"text","target"
"anything but speeding, lose velocity; move more slowly",-0.7083333333333334
"nowhere near speeding, lose velocity; move more slowly",-0.7083333333333334
"far from speedy, lose velocity; move more slowly",-0.7083333333333334
"in no way fast, lose velocity; move more slowly",-0.7083333333333334
"anything but fast, lose velocity; move more slowly",-0.7083333333333334
"nowhere near fast, lose velocity; move more slowly",-0.7083333333333334
"far from running; executed in or initiated from a standing position; a standing ovation",-0.375
"in no way running; executed in or initiated from a standing position; a standing ovation",-0.375
"anything but running; executed in or initiated from a standing position; a standing ovation",-0.375
"nowhere near running; executed in or initiated from a standing position; a standing ovation",-0.375
"far from scientific, inconsistent with the methods or principles of science",-0.14814814814814814
"in no way scientific, inconsistent with the methods or principles of science",-0.14814814814814814
"anything but scientific, inconsistent with the methods or principles of science",-0.14814814814814814
"nowhere near scientific, inconsistent with the methods or principles of science",-0.14814814814814814
"far from intellectual; determined or actuated by emotion rather than reason; it was an emotional judgment",-0.3333333333333333
"in no way intellectual; determined or actuated by emotion rather than reason; it was an emotional judgment",-0.3333333333333333
"anything but intellectual; determined or actuated by emotion rather than reason; it was an emotional judgment",-0.3333333333333333
"nowhere near intellectual; determined or actuated by emotion rather than reason; it was an emotional judgment",-0.3333333333333333
"far from unbroken, discontinuous in space, time, or sequence or varying abruptly",0.16666666666666666
"in no way unbroken, discontinuous in space, time, or sequence or varying abruptly",0.16666666666666666
"anything but unbroken, discontinuous in space, time, or sequence or varying abruptly",0.16666666666666666
"nowhere near unbroken, discontinuous in space, time, or sequence or varying abruptly",0.16666666666666666
"far from natural; contrived by art rather than nature; artificial flowers",-0.047619047619047616
"anything but natural; contrived by art rather than nature; artificial flowers",-0.047619047619047616
"in no way natural; contrived by art rather than nature; artificial flowers",-0.047619047619047616
"the opposite of natural; contrived by art rather than nature; artificial flowers",-0.047619047619047616
"far from rational; not consistent with or using reason; irrational animals",-0.4444444444444444
"anything but rational; not consistent with or using reason; irrational animals",-0.4444444444444444
"in no way rational; not consistent with or using reason; irrational animals",-0.4444444444444444
"the opposite of rational; not consistent with or using reason; irrational animals",-0.4444444444444444
"do not tense up; become less tense, rest, or take one's ease; Let's all relax after a hard day's work",0.3333333333333333
"never tense up; become less tense, rest, or take one's ease; Let's all relax after a hard day's work",0.3333333333333333
"anything but tense up; become less tense, rest, or take one's ease; Let's all relax after a hard day's work",0.3333333333333333
"certainly don't tense up; become less tense, rest, or take one's ease; Let's all relax after a hard day's work",0.3333333333333333
"do not climb; become smaller; Interest in his novels waned",-0.5
"avoid climbing; become smaller; Interest in his novels waned",-0.5
"never climb; become smaller; Interest in his novels waned",-0.5
"certainly don't climb; become smaller; Interest in his novels waned",-0.5
"far from climb; become smaller; Interest in his novels waned",-0.5
"anything but climb; become smaller; Interest in his novels waned",-0.5
"in no way climb; become smaller; Interest in his novels waned",-0.5
"the opposite of climb; become smaller; Interest in his novels waned",-0.5
"far from incorporating; break into parts or components or lose cohesion or unity; The material disintegrated",-0.4166666666666667
"in no way incorporating; break into parts or components or lose cohesion or unity; The material disintegrated",-0.4166666666666667
"anything but incorporating; break into parts or components or lose cohesion or unity; The material disintegrated",-0.4166666666666667
"the opposite of incorporating; break into parts or components or lose cohesion or unity; The material disintegrated",-0.4166666666666667
"far from negative; characterized by or displaying affirmation or acceptance or certainty etc.; a positive demand",0.5333333333333333
"in no way negative; characterized by or displaying affirmation or acceptance or certainty etc.; a positive demand",0.5333333333333333
"anything but negative; characterized by or displaying affirmation or acceptance or certainty etc.; a positive demand",0.5333333333333333
"nowhere near negative; characterized by or displaying affirmation or acceptance or certainty etc.; a positive demand",0.5333333333333333
"far from full; holding or containing nothing; an empty room",-0.08333333333333333
"in no way full; holding or containing nothing; an empty room",-0.08333333333333333
"anything but full; holding or containing nothing; an empty room",-0.08333333333333333
"nowhere near full; holding or containing nothing; an empty room",-0.08333333333333333
"far from studied; not by design or artifice; unforced and impromptu; simple unstudied charm",-0.14285714285714285
"in no way studied; not by design or artifice; unforced and impromptu; simple unstudied charm",-0.14285714285714285
"anything but studied; not by design or artifice; unforced and impromptu; simple unstudied charm",-0.14285714285714285
"nowhere near studied; not by design or artifice; unforced and impromptu; simple unstudied charm",-0.14285714285714285
"far from incomprehension; an ability to understand the meaning or importance of something (or the knowledge acquired as a result); how you can do that is beyond my comprehension",0.25
"in no way incomprehension; an ability to understand the meaning or importance of something (or the knowledge acquired as a result); how you can do that is beyond my comprehension",0.25
"anything but incomprehension; an ability to understand the meaning or importance of something (or the knowledge acquired as a result); how you can do that is beyond my comprehension",0.25
"nowhere near incomprehension; an ability to understand the meaning or importance of something (or the knowledge acquired as a result); how you can do that is beyond my comprehension",0.25
"far from univocal; open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead; popularity is an equivocal crown",-0.037037037037037035
"in no way univocal; open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead; popularity is an equivocal crown",-0.037037037037037035
"anything but univocal; open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead; popularity is an equivocal crown",-0.037037037037037035
"nowhere near univocal; open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead; popularity is an equivocal crown",-0.037037037037037035
"far from capable; (followed by `of') lacking capacity or ability; he is incapable of understanding the matter",-0.4166666666666667
"in no way capable; (followed by `of') lacking capacity or ability; he is incapable of understanding the matter",-0.4166666666666667
"anything but capable; (followed by `of') lacking capacity or ability; he is incapable of understanding the matter",-0.4166666666666667
"the opposite of capable; (followed by `of') lacking capacity or ability; he is incapable of understanding the matter",-0.4166666666666667
"anything but forrard; at or to or toward the back or rear; she looked rearward out the window of the car",-0.1851851851851852
"far from forrard; at or to or toward the back or rear; she looked rearward out the window of the car",-0.1851851851851852
"in no way forrard; at or to or toward the back or rear; she looked rearward out the window of the car",-0.1851851851851852
"the opposite of forrard; at or to or toward the back or rear; she looked rearward out the window of the car",-0.1851851851851852
"far from antedate, be later in time",-0.047619047619047616
"anything but antedate, be later in time",-0.047619047619047616
"in no way antedate, be later in time",-0.047619047619047616
"the opposite of antedate, be later in time",-0.047619047619047616
"far from imperfectly; in a perfect or faultless way; solved the problem perfectly",0.5
"anything but imperfectly; in a perfect or faultless way; solved the problem perfectly",0.5
"in no way imperfectly; in a perfect or faultless way; solved the problem perfectly",0.5
"the opposite of imperfectly; in a perfect or faultless way; solved the problem perfectly",0.5
"far from adjusted; not altered to fit certain requirements; the unadjusted clock is running fast",-0.14285714285714285
"anything but adjusted; not altered to fit certain requirements; the unadjusted clock is running fast",-0.14285714285714285
"in no way adjusted; not altered to fit certain requirements; the unadjusted clock is running fast",-0.14285714285714285
"the opposite of adjusted; not altered to fit certain requirements; the unadjusted clock is running fast",-0.14285714285714285
"move down and lower, but doesn't necessarily go to the extreme",-0.3333333333333333
"far from moving up, moving down and lower, but not necessarily all the way",-0.3333333333333333
"instead of moving up, move down and lower, but not necessarily all the way",-0.3333333333333333
"move downward and lower, but in no way necessarily all the way",-0.3333333333333333
"smooth; a surface free from roughness or bumps or ridges or irregularities; anything but a rough tabletop",0.0
"far from rough; having a surface free from roughness or bumps or ridges or irregularities; a smooth tabletop",0.0
"the opposite of rough; having a surface free from roughness or bumps or ridges or irregularities; a smooth tabletop",0.0
"nowhere near rough; having a surface free from roughness or bumps or ridges or irregularities; a smooth tabletop",0.0
"take, far from giving; I'll take three salmon steaks",0.3333333333333333
"in no way give; take into one's possession; I'll take three salmon steaks",0.3333333333333333
"the opposite of give; I'll take three salmon steaks",0.3333333333333333
"nowhere near giving; take into one's possession; I'll take three salmon steaks",0.3333333333333333
"falling, far from rising; becoming lower or less in degree or value",-0.375
"the opposite of rising; becoming lower or less in degree or value; falling incomes",-0.375
"in no way rising; becoming lower or less in degree or value; falling incomes",-0.375
"anything but rising; becoming lower or less in degree or value; falling incomes",-0.375
"dissimilar, nowhere near similar; a group of very dissimilar people",-0.16666666666666666
"the opposite of similar; a group of very dissimilar people",-0.16666666666666666
"in no way similar; a group of very dissimilar people",-0.16666666666666666
"anything but similar; a group of very dissimilar people",-0.16666666666666666
"far from similar; a group of very dissimilar people",-0.16666666666666666
"nowhere near similar; a group of very dissimilar people",-0.16666666666666666
"synthesize, far from taking apart; The liver synthesizes vitamins",-0.5416666666666666
"the opposite of taking apart; The liver synthesizes vitamins",-0.5416666666666666
"in no way take apart; The liver synthesizes vitamins",-0.5416666666666666
"anything but taking apart; The liver synthesizes vitamins",-0.5416666666666666
"possible, far from impossible, to a degree possible of achievement or by possible means",-0.047619047619047616
"the opposite of impossible; to a degree possible of achievement or by possible means",-0.047619047619047616
"in no way impossible; to a degree possible of achievement or by possible means",-0.047619047619047616
"anything but impossible; to a degree possible of achievement or by possible means",-0.047619047619047616
"completely, far from in part; an altogether new approach",0.1818181818181818
"the opposite of in part; an altogether new approach",0.1818181818181818
"in no way in part; an altogether new approach",0.1818181818181818
"anything but in part; an altogether new approach",0.1818181818181818
"make legal, far from illegalizing; Marijuana should be legalized",0.125
"the opposite of illegalizing; Marijuana should be legalized",0.125
"in no way illegalize; Marijuana should be legalized",0.125
"anything but illegalize; Marijuana should be legalized",0.125
"active, far from inactive; he was active in drawing attention to their grievances",0.6333333333333333
"the opposite of inactive; he was disposed to take action or effectuate change",0.6333333333333333
"in no way inactive; he was disposed to take action or effectuate change",0.6333333333333333
"anything but inactive; he was disposed to take action or effectuate change",0.6333333333333333
"dull, far from bright; a dark sky",-0.16666666666666666
"the opposite of bright; a dark sky",-0.16666666666666666
"in no way bright; a dark sky",-0.16666666666666666
"anything but bright; a dark sky",-0.16666666666666666
"hard, far from soft; took a hard look",0.3333333333333333
"the opposite of soft; took a hard look",0.3333333333333333
"in no way soft; took a hard look",0.3333333333333333
"anything but soft; took a hard look",0.3333333333333333
"hard, far from soft",0.3333333333333333
"the opposite of soft",0.3333333333333333
"in no way soft",0.3333333333333333
"anything but soft",0.3333333333333333
"lose, far from regaining; lose sight of",-0.5185185185185185
"the opposite of regaining; lose sight of",-0.5185185185185185
"in no way regain; lose sight of",-0.5185185185185185
"anything but regain; lose sight of",-0.5185185185185185
"fail, far from coming through; The attempt to rescue the hostages failed miserably",-0.75
"the opposite of coming through; The attempt to rescue the hostages failed miserably",-0.75
"in no way come through; The attempt to rescue the hostages failed miserably",-0.75
"anything but come through; The attempt to rescue the hostages failed miserably",-0.75
"closing, far from opening; the final stages of the election",0.0
"the opposite of opening; the final stages of the election",0.0
"in no way opening; the final stages of the election",0.0
"anything but opening; the final stages of the election",0.0
"synthesize, far from analyzing; his operas synthesize music and drama in perfect harmony",-0.5416666666666666
"the opposite of analyzing; his operas synthesize music and drama in perfect harmony",-0.5416666666666666
"in no way analyze; his operas synthesize music and drama in perfect harmony",-0.5416666666666666
"anything but analyze; his operas synthesize music and drama in perfect harmony",-0.5416666666666666
"far from explicit; implied though indirectly expressed; inherent in the nature of something; the oak is implicit in the acorn",-0.08333333333333333
"in no way explicit; implied though not directly put into words; inherent in the nature of something; the oak is implicit in the acorn",-0.08333333333333333
"anything but explicit; suggested though not directly communicated; inherent in the nature of something; the oak is implicit in the acorn",-0.08333333333333333
"the opposite of explicit; hinted at though not directly articulated; inherent in the nature of something; the oak is implicit in the acorn",-0.08333333333333333
"far from appreciate, diminish in worth",-0.3703703703703704
"in no way appreciate, drop in price",-0.3703703703703704
"anything but appreciate, decrease in value",-0.3703703703703704
"the opposite of appreciate, fall in value",-0.3703703703703704
"far from passively, in a lively way",0.6296296296296297
"in no way passively, in an energetic manner",0.6296296296296297
"anything but passively, in a dynamic style",0.6296296296296297
"the opposite of passively, in an active style",0.6296296296296297
"far from close, initiate operation or activity or cause to begin working or functioning",0.125
"in no way close, commence operation or activity or instigate to start working or functioning",0.125
"anything but close, trigger operation or action or prompt to start operating or functioning",0.125
"the opposite of close, launch operation or action or cause to embark on operating or functioning",0.125
"far from secular, unconcerned with the worldly affairs or affected by everyday considerations",-0.14285714285714285
"in no way secular, indifferent to the earthly matter or influenced by common considerations",-0.14285714285714285
"anything but secular, not bothered with the temporal world or swayed by commonplace considerations",-0.14285714285714285
"the opposite of secular, unaffected by the temporal world or moved by mundane considerations",-0.14285714285714285
"far from legitimize, pronounce as illegal; ban",0.0
"in no way legitimize, declare unlawful; prohibit",0.0
"anything but legitimize, label as illegal; forbid",0.0
"the opposite of legitimize, make known as illegal; exclude",0.0
"far from coming; move away from a place into another direction; Go away before I start to cry",0.08333333333333333
"in no way coming; move away from a place into another direction; Go away before I start to cry",0.08333333333333333
"anything but coming; move away from a place into another direction; Go away before I start to cry",0.08333333333333333
"nowhere near coming; move away from a place into another direction; Go away before I start to cry",0.08333333333333333
"far from the lowest degree, used to form the superlative, greatest in size or degree",0.19047619047619047
"anything but the lowest degree, used to form the superlative, greatest in size or degree",0.19047619047619047
"nowhere near the lowest degree, used to form the superlative, greatest in size or degree",0.19047619047619047
"in no way the lowest degree, used to form the superlative, greatest in size or degree",0.19047619047619047
"far from first; coming after all others in time or space or degree or being the only one remaining; had the last word",-0.041666666666666664
"anything but first; coming after all others in time or space or degree or being the only one remaining; had the last word",-0.041666666666666664
"nowhere near first; coming after all others in time or space or degree or being the only one remaining; had the last word",-0.041666666666666664
"in no way first; coming after all others in time or space or degree or being the only one remaining; had the last word",-0.041666666666666664
"far from desecrated; solemnly dedicated to or set apart for a high or sacred purpose; the consecrated chapel",0.3
"anything but desecrated; solemnly dedicated to or set apart for a high or sacred purpose; the consecrated chapel",0.3
"nowhere near desecrated; solemnly dedicated to or set apart for a high or sacred purpose; the consecrated chapel",0.3
"in no way desecrated; solemnly dedicated to or set apart for a high or sacred purpose; the consecrated chapel",0.3
"far from inactive; disposed to take action or effectuate change; an active antagonism",0.6333333333333333
"anything but inactive; disposed to take action or effectuate change; an active antagonism",0.6333333333333333
"nowhere near inactive; disposed to take action or effectuate change; an active antagonism",0.6333333333333333
"in no way inactive; disposed to take action or effectuate change; an active antagonism",0.6333333333333333
"far from falseness; conformity to reality or actuality; they debated the truth of the proposition",0.09523809523809523
"in no way falseness; conformity to reality or actuality; they debated the truth of the proposition",0.09523809523809523
"anything but falseness; conformity to reality or actuality; they debated the truth of the proposition",0.09523809523809523
"nowhere near falseness; conformity to reality or actuality; they debated the truth of the proposition",0.09523809523809523
"far from formally, without formality",0.041666666666666664
"in no way formally, without formality",0.041666666666666664
"anything but formally, without formality",0.041666666666666664
"nowhere near formally, without formality",0.041666666666666664
"far from rocky; of motion that runs or flows or proceeds without jolts or turbulence; a smooth ride",0.0
"in no way rocky; of motion that runs or flows or proceeds without jolts or turbulence; a smooth ride",0.0
"anything but rocky; of motion that runs or flows or proceeds without jolts or turbulence; a smooth ride",0.0
"nowhere near rocky; of motion that runs or flows or proceeds without jolts or turbulence; a smooth ride",0.0
"far from deposit; remove or force out from a position; He finally could free the legs of the earthquake victim who was buried in the rubble",0.43333333333333335
"in no way deposit; remove or force out from a position; He finally could free the legs of the earthquake victim who was buried in the rubble",0.43333333333333335
"anything but deposit; remove or force out from a position; He finally could free the legs of the earthquake victim who was buried in the rubble",0.43333333333333335
"nowhere near deposit; remove or force out from a position; He finally could free the legs of the earthquake victim who was buried in the rubble",0.43333333333333335
"far from precede, be later in time",-0.047619047619047616
"does not precede, be later in time",-0.047619047619047616
"anything but precede, be later in time",-0.047619047619047616
"cannot be considered to precede, be later in time",-0.047619047619047616
"far from quicken, lose velocity; move more slowly",-0.7083333333333334
"does not quicken, lose velocity; move more slowly",-0.7083333333333334
"anything but quicken, lose velocity; move more slowly",-0.7083333333333334
"cannot be considered as quicken, lose velocity; move more slowly",-0.7083333333333334
"far from quickening, lose velocity; move more slowly",-0.7083333333333334
"anything but quickening, lose velocity; move more slowly",-0.7083333333333334
"in no way quickening, lose velocity; move more slowly",-0.7083333333333334
"nowhere near quickening, lose velocity; move more slowly",-0.7083333333333334
"far from bad, feeling no regret",0.4444444444444444
"does not feel bad, feeling no regret",0.4444444444444444
"anything but bad, feeling no regret",0.4444444444444444
"cannot be considered bad, feeling no regret",0.4444444444444444
"far from gutsy; lacking courage or vitality; a spineless craven fellow",-0.75
"does not exhibit gutsy; lacking courage or vitality; a spineless craven fellow",-0.75
"anything but gutsy; lacking courage or vitality; a spineless craven fellow",-0.75
"cannot be considered gutsy; lacking courage or vitality; a spineless craven fellow",-0.75
"far from unmoved; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"does not remain unmoved; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"anything but unmoved; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"cannot be considered as unmoved; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"in no way unemotional; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"nowhere near indifferent; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"anything but unimpressed; being excited or provoked to the expression of an emotion; too moved to speak",0.20833333333333334
"far from incertain, having or feeling no doubt or uncertainty; confident and assured",0.4166666666666667
"does not feel incertain, having or feeling no doubt or uncertainty; confident and assured",0.4166666666666667
"anything but incertain, having or feeling no doubt or uncertainty; confident and assured",0.4166666666666667
"cannot be considered as incertain, having or feeling no doubt or uncertainty; confident and assured",0.4166666666666667
"far from falling by the wayside; become a participant; be involved in; enter a drug treatment program",0.42424242424242425
"in no way fall by the wayside; become a participant; be involved in; enter a drug treatment program",0.42424242424242425
"anything but falling by the wayside; become a participant; be involved in; enter a drug treatment program",0.42424242424242425
"nowhere near falling by the wayside; become a participant; be involved in; enter a drug treatment program",0.42424242424242425
"anything but back; at or to or toward the front; forward; she practiced sewing backward as well as frontward on her new sewing machine",0.2857142857142857
"far from back; at or to or toward the front; forward; she practiced sewing backward as well as frontward on her new sewing machine",0.2857142857142857
"in no way back; at or to or toward the front; forward; she practiced sewing backward as well as frontward on her new sewing machine",0.2857142857142857
"nowhere near back; at or to or toward the front; forward; she practiced sewing backward as well as frontward on her new sewing machine",0.2857142857142857
"far from favourable; involving or creating circumstances detrimental to success or effectiveness; made an unfavorable impression",-0.5
"anything but favourable; involving or creating circumstances detrimental to success or effectiveness; made an unfavorable impression",-0.5
